idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
15,1.2,94.0,Postgraduate,85.0,76.0,48.0,74.0,69.67
14,3.1,97.0,Postgraduate,63.0,46.0,64.0,78.0,57.67
14,2.5,54.0,Postgraduate,,99.0,95.0,92.0,77.0
14,2.8,98.0,High School,89.0,70.0,49.0,64.0,69.33
19,3.8,75.0,Postgraduate,74.0,62.0,84.0,80.0,73.33
18,4.6,,High School,54.0,100.0,86.0,92.0,80.0
18,3.9,82.0,High School,,100.0,45.0,75.0,70.33
15,0.8,,Graduate,80.0,64.0,,48.0,65.0
14,,89.0,High School,43.0,78.0,62.0,51.0,61.0
15,3.0,52.0,Graduate,,,76.0,,65.33
14,0.9,69.0,Postgraduate,,67.0,36.0,53.0,55.33
16,5.1,84.0,Postgraduate,39.0,57.0,80.0,61.0,58.67
18,4.9,88.0,,50.0,43.0,70.0,75.0,54.33
18,3.5,55.0,Graduate,62.0,58.0,41.0,,53.67
16,1.4,93.0,High School,100.0,76.0,50.0,88.0,75.33
14,5.2,,Postgraduate,45.0,97.0,92.0,42.0,78.0
18,0.9,57.0,Postgraduate,84.0,99.0,96.0,51.0,93.0
15,1.6,67.0,High School,96.0,39.0,46.0,85.0,60.33
18,5.1,86.0,High School,56.0,91.0,77.0,,74.67
18,1.6,60.0,Postgraduate,49.0,68.0,99.0,42.0,72.0
14,3.6,57.0,Postgraduate,72.0,84.0,53.0,66.0,69.67
19,4.8,61.0,Postgraduate,,74.0,48.0,62.0,53.67
14,3.6,77.0,Postgraduate,69.0,98.0,,68.0,89.0
14,1.0,86.0,Graduate,99.0,94.0,84.0,40.0,92.33
18,2.1,67.0,High School,60.0,91.0,64.0,60.0,71.67
16,0.9,78.0,,98.0,42.0,56.0,59.0,65.33
15,0.6,65.0,High School,97.0,39.0,38.0,64.0,58.0
18,2.9,77.0,Graduate,88.0,48.0,45.0,70.0,60.33
19,3.2,75.0,,91.0,69.0,75.0,73.0,78.33
15,4.3,75.0,Graduate,53.0,86.0,92.0,51.0,77.0
15,5.5,65.0,High School,,95.0,,45.0,63.33
18,2.8,81.0,Postgraduate,78.0,72.0,61.0,43.0,70.33
19,,67.0,Postgraduate,44.0,51.0,53.0,73.0,49.33
19,4.4,,Postgraduate,39.0,75.0,63.0,82.0,59.0
16,2.5,,Graduate,87.0,96.0,100.0,54.0,94.33
19,1.4,67.0,High School,62.0,94.0,60.0,77.0,72.0
17,1.6,53.0,Postgraduate,39.0,98.0,38.0,48.0,58.33
19,,61.0,High School,47.0,42.0,64.0,84.0,51.0
18,2.7,92.0,Postgraduate,45.0,43.0,72.0,84.0,53.33
17,1.6,80.0,High School,89.0,89.0,,53.0,82.0
17,,78.0,Postgraduate,,35.0,44.0,65.0,50.67
17,5.3,100.0,Postgraduate,57.0,,42.0,94.0,60.33
19,5.4,62.0,Graduate,42.0,44.0,46.0,,44.0
17,3.2,85.0,Graduate,89.0,41.0,39.0,85.0,56.33
19,1.1,81.0,Postgraduate,79.0,63.0,41.0,52.0,61.0
15,3.2,,Graduate,65.0,87.0,68.0,86.0,73.33
17,5.1,72.0,Graduate,89.0,81.0,44.0,60.0,71.33
19,,59.0,Postgraduate,57.0,81.0,91.0,57.0,76.33
19,1.1,58.0,High School,60.0,83.0,97.0,84.0,80.0
15,4.4,82.0,Graduate,85.0,60.0,64.0,77.0,69.67
19,1.1,81.0,Graduate,60.0,99.0,58.0,50.0,72.33
16,5.1,87.0,Postgraduate,42.0,,43.0,69.0,46.0
18,2.1,67.0,Graduate,36.0,88.0,74.0,41.0,66.0
17,3.6,61.0,High School,,90.0,73.0,83.0,82.0
14,4.6,90.0,Postgraduate,44.0,79.0,73.0,,65.33
14,5.9,91.0,High School,79.0,58.0,,64.0,78.33
14,1.5,58.0,Postgraduate,89.0,76.0,83.0,41.0,82.67
18,4.6,54.0,High School,98.0,66.0,60.0,,74.67
18,,54.0,Graduate,72.0,78.0,44.0,59.0,64.67
15,5.5,,High School,68.0,64.0,60.0,48.0,64.0
19,5.6,,Postgraduate,85.0,77.0,81.0,86.0,81.0
14,4.9,60.0,Postgraduate,74.0,37.0,95.0,80.0,68.67
16,5.1,92.0,Postgraduate,54.0,44.0,89.0,91.0,62.33
17,,77.0,Postgraduate,95.0,94.0,66.0,,85.0
18,4.5,51.0,Postgraduate,,87.0,95.0,89.0,93.33
16,1.4,,Graduate,54.0,74.0,89.0,47.0,72.33
15,5.3,53.0,High School,90.0,37.0,93.0,77.0,73.33
15,1.9,71.0,Graduate,97.0,49.0,96.0,86.0,80.67
19,5.4,100.0,High School,96.0,87.0,,43.0,87.33
15,,,Postgraduate,82.0,69.0,42.0,71.0,64.33
16,4.0,84.0,High School,78.0,37.0,51.0,57.0,55.33
15,1.3,72.0,,35.0,,84.0,94.0,59.33
18,0.7,91.0,Postgraduate,,93.0,67.0,77.0,74.33
16,5.1,50.0,Postgraduate,36.0,36.0,,60.0,36.33
16,,82.0,,63.0,97.0,66.0,43.0,75.33
17,4.4,57.0,High School,90.0,84.0,85.0,78.0,86.33
16,3.9,54.0,Graduate,50.0,90.0,50.0,63.0,63.33
17,3.3,,Postgraduate,81.0,,39.0,80.0,72.0
14,2.5,86.0,Graduate,54.0,37.0,75.0,58.0,55.33
17,2.1,52.0,Graduate,70.0,66.0,,81.0,73.33
19,1.5,97.0,High School,,81.0,92.0,71.0,84.33
15,,87.0,Postgraduate,42.0,85.0,99.0,89.0,75.33
18,4.7,56.0,High School,,36.0,35.0,,40.0
15,5.5,51.0,Postgraduate,,,46.0,41.0,59.67
19,1.2,69.0,Graduate,62.0,49.0,55.0,72.0,55.33
14,1.9,59.0,Graduate,62.0,91.0,60.0,86.0,71.0
17,4.7,51.0,Postgraduate,92.0,96.0,40.0,81.0,76.0
16,,,High School,56.0,72.0,69.0,,65.67
18,2.1,99.0,Graduate,51.0,47.0,45.0,51.0,47.67
18,1.5,83.0,Postgraduate,62.0,49.0,51.0,92.0,54.0
19,0.5,99.0,Graduate,57.0,61.0,41.0,56.0,53.0
15,3.7,98.0,Graduate,92.0,98.0,42.0,65.0,77.33
16,3.2,89.0,High School,79.0,53.0,45.0,53.0,59.0
14,0.5,65.0,High School,49.0,60.0,64.0,89.0,57.67
18,,,Postgraduate,36.0,55.0,73.0,62.0,54.67
14,2.0,75.0,Graduate,57.0,43.0,52.0,62.0,50.67
18,4.6,93.0,High School,95.0,36.0,59.0,91.0,63.33
17,3.5,67.0,Postgraduate,74.0,55.0,89.0,65.0,72.67
18,3.2,83.0,Graduate,64.0,37.0,91.0,73.0,64.0
18,2.3,97.0,Graduate,,83.0,61.0,77.0,78.0
15,3.3,53.0,Postgraduate,94.0,82.0,76.0,71.0,84.0
17,4.9,95.0,High School,89.0,86.0,72.0,,82.33
19,3.6,83.0,Postgraduate,48.0,52.0,81.0,65.0,60.33
18,5.4,50.0,Postgraduate,62.0,58.0,95.0,62.0,71.67
17,4.8,83.0,Postgraduate,42.0,63.0,96.0,66.0,67.0
15,3.6,66.0,,57.0,70.0,97.0,85.0,74.67
17,0.9,87.0,Graduate,55.0,82.0,,91.0,66.33
19,5.7,75.0,High School,64.0,59.0,71.0,47.0,64.67
19,2.4,82.0,,98.0,35.0,61.0,74.0,64.67
14,2.2,94.0,Graduate,59.0,58.0,50.0,92.0,55.67
18,1.4,91.0,Graduate,,72.0,65.0,60.0,77.67
18,2.3,51.0,Graduate,45.0,42.0,61.0,77.0,49.33
18,0.6,96.0,Postgraduate,,35.0,69.0,88.0,59.0
16,3.2,100.0,Graduate,92.0,72.0,54.0,81.0,72.67
14,,95.0,Graduate,41.0,57.0,87.0,69.0,61.67
16,4.6,62.0,Graduate,75.0,95.0,54.0,42.0,74.67
19,,72.0,Graduate,95.0,77.0,90.0,,87.33
16,2.8,99.0,Postgraduate,43.0,74.0,67.0,69.0,61.33
14,2.4,89.0,Graduate,63.0,46.0,39.0,83.0,49.33
19,4.0,61.0,Graduate,98.0,69.0,42.0,64.0,69.67
14,2.6,99.0,Postgraduate,93.0,62.0,39.0,54.0,64.67
15,2.0,87.0,Graduate,69.0,81.0,42.0,75.0,64.0
15,2.1,55.0,Postgraduate,90.0,81.0,,89.0,84.33
17,1.5,74.0,Graduate,,98.0,62.0,71.0,80.67
19,1.7,78.0,Postgraduate,,78.0,41.0,91.0,55.0
18,,55.0,High School,67.0,60.0,,94.0,73.33
14,3.9,72.0,High School,85.0,70.0,37.0,76.0,64.0
15,3.7,93.0,High School,61.0,83.0,66.0,90.0,70.0
15,5.4,69.0,Graduate,70.0,82.0,71.0,68.0,74.33
14,3.9,97.0,Graduate,44.0,68.0,60.0,68.0,57.33
16,2.2,,Graduate,51.0,56.0,61.0,74.0,56.0
19,,88.0,Graduate,87.0,65.0,48.0,48.0,66.67
18,5.1,95.0,Graduate,97.0,49.0,42.0,43.0,62.67
16,1.4,65.0,Postgraduate,39.0,66.0,80.0,47.0,61.67
15,0.6,57.0,Graduate,59.0,71.0,42.0,67.0,57.33
18,,67.0,Postgraduate,92.0,43.0,60.0,82.0,65.0
14,2.5,,High School,73.0,85.0,40.0,,66.0
18,2.2,70.0,High School,38.0,48.0,45.0,74.0,43.67
14,4.1,,Graduate,72.0,99.0,93.0,77.0,88.0
16,0.9,54.0,Postgraduate,62.0,77.0,79.0,79.0,72.67
15,5.6,67.0,Graduate,55.0,74.0,,83.0,68.33
19,2.8,66.0,,,92.0,47.0,74.0,67.67
14,1.5,57.0,Postgraduate,36.0,71.0,69.0,92.0,58.67
16,5.0,,Graduate,71.0,94.0,70.0,51.0,78.33
19,1.9,92.0,Postgraduate,86.0,76.0,50.0,41.0,70.67
17,4.7,98.0,High School,71.0,,83.0,46.0,63.0
18,5.5,87.0,High School,65.0,44.0,65.0,69.0,58.0
18,1.1,69.0,Graduate,80.0,84.0,94.0,57.0,86.0
18,4.0,69.0,Graduate,54.0,50.0,47.0,78.0,50.33
14,0.8,67.0,Postgraduate,49.0,78.0,95.0,80.0,74.0
19,0.7,,Graduate,41.0,85.0,83.0,73.0,69.67
19,,72.0,Postgraduate,88.0,66.0,36.0,76.0,63.33
16,2.8,62.0,Postgraduate,67.0,93.0,73.0,67.0,77.67
16,2.2,77.0,Postgraduate,81.0,81.0,66.0,50.0,76.0
14,5.4,84.0,Postgraduate,46.0,51.0,50.0,44.0,49.0
16,1.1,,Graduate,53.0,99.0,49.0,64.0,67.0
16,2.6,69.0,,75.0,70.0,84.0,57.0,76.33
14,4.9,69.0,Postgraduate,75.0,82.0,89.0,79.0,82.0
17,3.0,50.0,,70.0,93.0,87.0,,83.33
19,4.0,72.0,Postgraduate,40.0,,69.0,54.0,64.33
19,3.5,66.0,Postgraduate,83.0,95.0,,71.0,86.67
19,3.7,81.0,Graduate,44.0,97.0,67.0,47.0,69.33
14,5.5,88.0,Postgraduate,84.0,71.0,59.0,66.0,71.33
16,4.8,99.0,Graduate,63.0,90.0,45.0,68.0,66.0
17,1.1,,High School,,36.0,47.0,43.0,61.0
19,2.0,76.0,Postgraduate,81.0,,46.0,66.0,63.67
15,4.1,,High School,100.0,53.0,57.0,50.0,70.0
14,1.8,85.0,Graduate,57.0,82.0,71.0,81.0,70.0
17,3.5,76.0,,85.0,90.0,67.0,63.0,80.67
14,5.7,77.0,,64.0,87.0,42.0,75.0,64.33
14,0.9,97.0,Graduate,62.0,71.0,78.0,67.0,70.33
17,5.3,53.0,Graduate,39.0,66.0,92.0,75.0,65.67
19,,57.0,Graduate,,72.0,,83.0,69.33
17,,64.0,Postgraduate,98.0,41.0,76.0,70.0,71.67
16,5.2,69.0,Graduate,76.0,84.0,61.0,48.0,73.67
18,2.2,69.0,Graduate,74.0,,,68.0,67.0
14,1.3,72.0,High School,98.0,42.0,100.0,59.0,80.0
15,2.2,89.0,High School,87.0,44.0,80.0,83.0,70.33
14,5.4,73.0,Graduate,79.0,46.0,87.0,53.0,70.67
15,0.8,79.0,Graduate,59.0,82.0,51.0,,64.0
15,5.9,84.0,Graduate,50.0,75.0,55.0,90.0,60.0
16,2.1,88.0,Postgraduate,44.0,62.0,92.0,92.0,66.0
16,3.8,78.0,,66.0,48.0,47.0,88.0,53.67
16,2.6,88.0,Postgraduate,,36.0,,49.0,63.67
16,,85.0,Postgraduate,39.0,48.0,76.0,54.0,54.33
19,3.9,66.0,Graduate,94.0,39.0,58.0,42.0,63.67
19,3.7,74.0,High School,63.0,51.0,,56.0,60.67
16,4.4,66.0,High School,52.0,88.0,37.0,68.0,59.0
19,4.0,52.0,Graduate,100.0,99.0,38.0,68.0,79.0
15,0.8,58.0,High School,91.0,77.0,48.0,46.0,72.0
19,0.7,93.0,Postgraduate,78.0,94.0,100.0,53.0,90.67
14,4.0,77.0,Postgraduate,,47.0,50.0,91.0,51.33
15,,97.0,Postgraduate,39.0,99.0,35.0,47.0,57.67
15,1.2,60.0,Graduate,99.0,,96.0,64.0,85.0
19,2.4,97.0,Graduate,40.0,77.0,82.0,93.0,66.33
14,1.9,68.0,Postgraduate,98.0,70.0,,,78.67
14,1.2,95.0,High School,38.0,,93.0,71.0,77.0
17,1.8,,Postgraduate,94.0,53.0,41.0,94.0,62.67
16,3.2,78.0,High School,89.0,56.0,72.0,42.0,72.33
15,3.1,80.0,Graduate,49.0,71.0,,55.0,66.67
18,4.9,90.0,Postgraduate,83.0,99.0,,57.0,87.0
16,1.7,75.0,High School,,42.0,91.0,83.0,74.0
16,2.6,97.0,Graduate,73.0,82.0,54.0,48.0,69.67
17,1.3,76.0,High School,51.0,83.0,63.0,72.0,65.67
18,4.8,,High School,99.0,,99.0,82.0,91.67
15,5.4,76.0,High School,57.0,80.0,96.0,53.0,77.67
17,0.7,63.0,Graduate,64.0,65.0,73.0,78.0,67.33
17,2.7,95.0,Postgraduate,88.0,86.0,85.0,48.0,86.33
17,3.1,70.0,Graduate,51.0,97.0,83.0,88.0,77.0
16,4.8,81.0,Graduate,69.0,75.0,40.0,43.0,61.33
15,2.5,89.0,Graduate,53.0,50.0,87.0,81.0,63.33
18,0.6,97.0,Postgraduate,69.0,55.0,94.0,57.0,72.67
19,,68.0,Graduate,79.0,51.0,63.0,68.0,64.33
14,,86.0,Graduate,39.0,84.0,65.0,67.0,62.67
15,3.7,77.0,Postgraduate,82.0,55.0,54.0,43.0,63.67
17,4.7,,Postgraduate,72.0,86.0,95.0,73.0,84.33
19,2.8,85.0,Postgraduate,37.0,65.0,72.0,95.0,58.0
14,4.9,,Postgraduate,37.0,52.0,52.0,73.0,47.0
16,2.1,52.0,Postgraduate,53.0,80.0,44.0,47.0,59.0
18,4.2,52.0,Postgraduate,43.0,46.0,,71.0,61.67
18,5.2,63.0,Graduate,,76.0,61.0,42.0,72.0
14,1.4,58.0,Graduate,91.0,73.0,35.0,67.0,66.33
16,3.3,77.0,Graduate,61.0,64.0,100.0,61.0,75.0
19,0.6,96.0,Postgraduate,66.0,,69.0,86.0,64.0
18,1.3,,High School,98.0,70.0,78.0,52.0,82.0
17,3.2,98.0,Postgraduate,48.0,,96.0,55.0,70.33
19,4.1,,High School,60.0,55.0,46.0,59.0,53.67
16,5.6,61.0,Postgraduate,65.0,69.0,90.0,82.0,74.67
16,0.6,70.0,,60.0,52.0,94.0,53.0,68.67
15,0.9,68.0,Graduate,92.0,81.0,56.0,93.0,76.33
17,0.8,53.0,High School,93.0,78.0,97.0,42.0,89.33
15,1.1,89.0,Graduate,52.0,66.0,,48.0,60.33
18,2.6,74.0,Postgraduate,74.0,77.0,62.0,59.0,71.0
17,2.9,58.0,High School,73.0,59.0,92.0,94.0,74.67
17,2.7,,Postgraduate,78.0,56.0,87.0,,73.67
18,2.5,,Graduate,86.0,58.0,81.0,95.0,75.0
16,3.4,76.0,High School,50.0,67.0,70.0,86.0,62.33
14,1.5,50.0,Graduate,76.0,42.0,93.0,80.0,70.33
15,,62.0,Graduate,89.0,39.0,41.0,82.0,56.33
18,,84.0,High School,66.0,67.0,79.0,92.0,70.67
18,4.5,53.0,Postgraduate,39.0,63.0,67.0,58.0,56.33
15,4.6,52.0,High School,,46.0,82.0,46.0,67.0
15,4.8,63.0,High School,75.0,97.0,,52.0,80.67
17,1.8,96.0,Graduate,51.0,98.0,72.0,,73.67
19,3.7,76.0,High School,65.0,55.0,90.0,55.0,70.0
19,4.4,75.0,High School,87.0,64.0,97.0,94.0,82.67
17,5.7,99.0,Graduate,70.0,68.0,94.0,72.0,77.33
18,6.0,63.0,High School,,71.0,71.0,66.0,69.67
15,3.0,77.0,Graduate,95.0,74.0,94.0,59.0,87.67
17,2.3,77.0,Graduate,95.0,51.0,,61.0,76.67
16,4.0,73.0,High School,51.0,66.0,,62.0,64.67
17,5.8,72.0,Postgraduate,86.0,68.0,59.0,41.0,71.0
16,3.2,81.0,High School,67.0,47.0,71.0,48.0,61.67
19,4.3,90.0,Postgraduate,96.0,100.0,,,86.0
19,,50.0,,61.0,80.0,90.0,68.0,77.0
19,3.6,73.0,High School,92.0,48.0,57.0,85.0,65.67
15,3.1,76.0,High School,42.0,60.0,40.0,90.0,47.33
19,,72.0,,52.0,75.0,83.0,51.0,70.0
14,4.2,77.0,Postgraduate,67.0,42.0,100.0,61.0,69.67
17,3.1,,Graduate,54.0,94.0,93.0,43.0,80.33
14,,89.0,Graduate,85.0,56.0,99.0,71.0,80.0
16,4.3,85.0,Graduate,81.0,52.0,71.0,84.0,68.0
19,4.0,54.0,High School,73.0,71.0,,61.0,75.67
15,2.2,93.0,Graduate,45.0,78.0,49.0,60.0,57.33
19,4.8,92.0,High School,65.0,43.0,71.0,84.0,59.67
14,5.2,72.0,Postgraduate,72.0,65.0,48.0,87.0,61.67
14,,55.0,Postgraduate,94.0,58.0,,51.0,83.0
19,2.8,79.0,High School,55.0,44.0,57.0,66.0,52.0
17,3.5,,Graduate,88.0,52.0,91.0,52.0,77.0
19,5.5,,Graduate,78.0,56.0,82.0,92.0,72.0
17,0.9,92.0,High School,45.0,38.0,75.0,73.0,52.67
17,0.7,70.0,Graduate,41.0,,66.0,89.0,52.0
15,0.6,77.0,Graduate,65.0,53.0,87.0,58.0,68.33
16,3.2,81.0,,42.0,87.0,,93.0,63.0
18,3.7,65.0,High School,51.0,57.0,35.0,,47.67
16,1.4,57.0,Postgraduate,50.0,65.0,70.0,75.0,61.67
17,4.4,74.0,Graduate,78.0,82.0,71.0,61.0,77.0
15,4.9,97.0,High School,78.0,61.0,88.0,68.0,75.67
14,4.5,,Postgraduate,71.0,35.0,98.0,48.0,68.0
16,3.6,74.0,High School,80.0,76.0,82.0,,79.33
17,1.8,76.0,High School,78.0,45.0,59.0,62.0,60.67
14,5.1,55.0,Graduate,63.0,93.0,77.0,49.0,77.67
17,1.5,97.0,Graduate,60.0,49.0,,48.0,48.0
17,5.1,55.0,High School,53.0,88.0,50.0,59.0,63.67
17,4.6,65.0,Postgraduate,46.0,97.0,37.0,75.0,60.0
16,2.5,76.0,Postgraduate,94.0,78.0,99.0,74.0,90.33
17,5.1,69.0,Graduate,38.0,39.0,95.0,67.0,57.33
15,,59.0,Graduate,88.0,57.0,41.0,69.0,62.0
17,5.0,50.0,Postgraduate,56.0,52.0,43.0,59.0,50.33
15,1.4,80.0,Postgraduate,97.0,81.0,96.0,45.0,91.33
18,3.3,97.0,Graduate,50.0,47.0,72.0,59.0,56.33
18,5.8,74.0,Postgraduate,41.0,74.0,93.0,,69.33
15,2.0,80.0,,,48.0,66.0,77.0,70.33
15,5.9,81.0,Graduate,75.0,45.0,65.0,90.0,61.67
14,,62.0,Graduate,60.0,99.0,52.0,91.0,70.33
14,3.5,69.0,Graduate,81.0,53.0,,42.0,66.0
17,2.3,80.0,Graduate,92.0,59.0,60.0,45.0,70.33
18,4.2,81.0,,62.0,58.0,66.0,43.0,62.0
18,3.6,67.0,Graduate,63.0,85.0,85.0,44.0,77.67
19,3.9,54.0,Graduate,,,93.0,91.0,78.33
16,1.6,68.0,Graduate,46.0,69.0,39.0,59.0,51.33
18,5.3,84.0,High School,89.0,94.0,49.0,74.0,77.33
16,3.6,58.0,Graduate,73.0,88.0,69.0,86.0,76.67
15,0.7,95.0,Graduate,69.0,81.0,40.0,74.0,63.33
19,3.9,97.0,High School,,,77.0,87.0,68.67
19,6.0,88.0,High School,71.0,57.0,56.0,94.0,61.33
14,5.7,,Postgraduate,80.0,60.0,,91.0,64.67
15,2.8,93.0,High School,89.0,98.0,39.0,83.0,75.33
17,2.2,,Postgraduate,98.0,55.0,,81.0,81.0
19,5.9,73.0,Postgraduate,95.0,45.0,56.0,65.0,65.33
17,1.1,51.0,High School,37.0,83.0,39.0,73.0,53.0
18,3.9,91.0,Postgraduate,59.0,97.0,,51.0,84.33
16,5.0,67.0,Postgraduate,68.0,47.0,92.0,65.0,69.0
18,2.0,97.0,Postgraduate,83.0,,69.0,89.0,74.67
19,4.0,,High School,39.0,95.0,76.0,51.0,70.0
14,5.2,69.0,,90.0,37.0,57.0,69.0,61.33
18,4.3,56.0,,66.0,65.0,84.0,53.0,71.67
19,1.5,78.0,Postgraduate,,50.0,91.0,68.0,74.67
15,3.3,61.0,Graduate,,45.0,35.0,89.0,52.0
14,1.9,94.0,,83.0,82.0,56.0,69.0,73.67
17,4.3,,High School,71.0,67.0,90.0,40.0,76.0
14,2.0,59.0,High School,38.0,65.0,36.0,62.0,46.33
18,0.6,,High School,73.0,67.0,72.0,44.0,70.67
14,2.7,89.0,High School,61.0,67.0,76.0,90.0,68.0
19,0.7,54.0,Postgraduate,86.0,76.0,91.0,41.0,84.33
19,1.3,90.0,High School,52.0,87.0,84.0,43.0,74.33
15,3.2,53.0,Postgraduate,98.0,89.0,49.0,80.0,78.67
14,4.4,95.0,High School,64.0,42.0,87.0,,64.33
17,0.8,53.0,Graduate,69.0,55.0,99.0,51.0,74.33
15,3.9,64.0,High School,73.0,98.0,81.0,90.0,84.0
19,,78.0,Postgraduate,83.0,83.0,71.0,51.0,79.0
16,1.7,67.0,,66.0,94.0,44.0,95.0,68.0
14,,63.0,,39.0,65.0,95.0,81.0,66.33
19,1.2,59.0,Postgraduate,38.0,93.0,68.0,56.0,66.33
14,1.9,69.0,Graduate,65.0,67.0,63.0,58.0,65.0
17,2.8,90.0,High School,62.0,41.0,100.0,95.0,67.67
19,2.7,59.0,Graduate,78.0,,43.0,88.0,56.67
14,3.2,97.0,Graduate,94.0,64.0,100.0,75.0,86.0
14,2.5,99.0,Graduate,80.0,63.0,93.0,83.0,78.67
18,1.1,54.0,Graduate,88.0,62.0,69.0,49.0,73.0
15,2.8,64.0,High School,54.0,73.0,65.0,,64.0
14,,62.0,Postgraduate,72.0,59.0,,63.0,59.67
15,3.1,59.0,,88.0,76.0,99.0,65.0,87.67
14,1.0,92.0,High School,44.0,40.0,85.0,53.0,56.33
16,2.4,55.0,,87.0,54.0,45.0,69.0,62.0
15,5.1,75.0,Graduate,72.0,89.0,98.0,80.0,86.33
15,2.4,56.0,Graduate,40.0,97.0,44.0,42.0,60.33
18,0.8,54.0,,96.0,69.0,96.0,62.0,87.0
18,4.3,56.0,High School,64.0,82.0,58.0,89.0,68.0
18,6.0,94.0,Graduate,93.0,72.0,45.0,90.0,70.0
18,2.8,59.0,Postgraduate,88.0,57.0,36.0,66.0,60.33
15,0.6,78.0,Graduate,66.0,82.0,47.0,44.0,65.0
16,4.7,74.0,High School,65.0,94.0,43.0,57.0,67.33
19,3.0,92.0,High School,,62.0,56.0,54.0,57.33
19,5.3,70.0,,52.0,64.0,65.0,,60.33
17,3.8,83.0,Postgraduate,59.0,70.0,85.0,,71.33
14,3.3,92.0,,94.0,82.0,48.0,54.0,74.67
14,3.9,67.0,Graduate,68.0,94.0,90.0,55.0,84.0
18,2.8,67.0,High School,79.0,37.0,41.0,89.0,52.33
18,2.9,92.0,,63.0,62.0,95.0,64.0,73.33
19,5.6,85.0,Postgraduate,35.0,41.0,53.0,79.0,43.0
18,2.2,68.0,Graduate,85.0,86.0,57.0,60.0,76.0
16,,65.0,High School,57.0,97.0,82.0,76.0,78.67
19,1.0,50.0,Postgraduate,49.0,57.0,62.0,84.0,56.0
15,,,High School,75.0,69.0,72.0,60.0,72.0
14,2.1,61.0,Postgraduate,77.0,67.0,57.0,95.0,67.0
16,3.0,57.0,High School,94.0,99.0,52.0,65.0,81.67
18,4.3,53.0,Graduate,71.0,62.0,40.0,57.0,57.67
18,1.9,65.0,Postgraduate,42.0,74.0,,72.0,59.33
14,3.4,72.0,Graduate,42.0,72.0,38.0,53.0,50.67
15,5.5,78.0,High School,69.0,55.0,35.0,95.0,53.0
15,5.6,93.0,Graduate,96.0,67.0,91.0,84.0,84.67
14,3.3,96.0,Postgraduate,71.0,53.0,70.0,85.0,64.67
16,,71.0,Postgraduate,75.0,80.0,,,72.33
16,5.6,61.0,High School,83.0,51.0,88.0,,74.0
15,4.3,64.0,High School,70.0,51.0,100.0,87.0,73.67
15,4.5,71.0,Postgraduate,57.0,57.0,99.0,,71.0
17,3.0,74.0,Graduate,100.0,35.0,95.0,71.0,76.67
17,5.0,94.0,Graduate,46.0,38.0,75.0,,53.0
16,,61.0,Postgraduate,46.0,59.0,84.0,69.0,63.0
14,1.9,80.0,,54.0,77.0,82.0,60.0,71.0
15,3.7,67.0,,79.0,65.0,71.0,47.0,71.67
17,0.9,91.0,High School,80.0,89.0,69.0,61.0,79.33
17,4.0,83.0,High School,98.0,57.0,49.0,73.0,68.0
17,4.2,76.0,High School,50.0,48.0,81.0,72.0,59.67
17,1.0,67.0,Postgraduate,72.0,86.0,97.0,86.0,85.0
15,5.2,81.0,High School,51.0,37.0,100.0,87.0,62.67
14,1.6,53.0,Postgraduate,66.0,43.0,63.0,85.0,57.33
14,2.5,74.0,High School,,48.0,56.0,88.0,49.67
18,4.0,71.0,,87.0,83.0,79.0,74.0,83.0
14,2.7,81.0,Graduate,47.0,84.0,93.0,69.0,74.67
16,1.7,70.0,Postgraduate,78.0,87.0,88.0,70.0,84.33
19,3.4,76.0,High School,77.0,39.0,69.0,95.0,61.67
16,,76.0,Postgraduate,77.0,36.0,,79.0,59.33
16,1.4,98.0,High School,47.0,,52.0,84.0,59.33
16,5.2,84.0,High School,,49.0,61.0,53.0,49.67
19,1.3,100.0,Postgraduate,84.0,,,72.0,64.0
18,5.4,,High School,55.0,58.0,71.0,55.0,61.33
19,4.7,71.0,High School,43.0,44.0,54.0,61.0,47.0
14,0.7,71.0,Postgraduate,72.0,74.0,78.0,85.0,74.67
18,1.3,78.0,High School,,77.0,97.0,69.0,88.67
14,1.9,52.0,Postgraduate,91.0,42.0,89.0,82.0,74.0
15,4.3,,High School,51.0,56.0,58.0,52.0,55.0
16,2.3,56.0,Postgraduate,75.0,41.0,47.0,87.0,54.33
14,2.0,96.0,Graduate,84.0,61.0,62.0,77.0,69.0
15,4.5,51.0,Postgraduate,97.0,79.0,52.0,77.0,76.0
15,1.6,57.0,High School,71.0,50.0,88.0,74.0,69.67
19,5.8,67.0,Graduate,54.0,79.0,64.0,93.0,65.67
14,2.2,82.0,Postgraduate,82.0,68.0,,,76.33
15,1.7,50.0,,82.0,98.0,86.0,47.0,88.67
19,6.0,50.0,Postgraduate,43.0,62.0,49.0,80.0,51.33
19,3.6,66.0,High School,41.0,96.0,,57.0,59.67
16,,57.0,,54.0,42.0,,78.0,55.33
15,,90.0,High School,83.0,39.0,81.0,40.0,67.67
15,0.7,77.0,Graduate,92.0,82.0,54.0,93.0,76.0
16,5.1,82.0,High School,75.0,90.0,84.0,86.0,83.0
18,0.9,77.0,Postgraduate,43.0,53.0,97.0,72.0,64.33
16,1.6,63.0,High School,47.0,91.0,85.0,82.0,74.33
14,3.3,60.0,Postgraduate,92.0,49.0,,80.0,69.67
